P10101,P10202,P10303,P10404,P10505,P10606,P10707,P10808,P20109,P20210,P20311,P20412,P20513,P20614,P20715,P30116,P30217,P30318,P40119,P40220,P40321,P40422,P40523,P40624,P40725,P50126,P50227,P50328,P50429,P50530,P50631,P60132,P60233,P60334,P60435,P70136,P70237,P70338
2023C08320,Ramos,Flores,Valeria Sofía,valeriaramos@universidad-sysac.edu.mx,valeria.ramos@gmail.com,005674287574,2026-02-10,Licenciatura en Educación,LIED2020MX,5,Sí,6,Sí,Laboral,Beca de transporte,NA,14390,Con otros familiares,5,"Menos de $5,000",Madre,Sí,10,No,Crédito educativo,No,NA,3227,No,Solo internet,Primaria,Licenciatura,No,No,Sí,Sí,Sí
2018A10016,Guerrero,Jiménez,Natalia,nataliaguerrero@universidad-sysac.edu.mx,NA,8128108911,2026-06-08,Licenciatura en Diseño Gráfico,LIDN2022MX,5,Sí,3,Sí,Económica,Beca de transporte,NA,50050,Con padres o tutores,6,"Menos de $5,000",Madre,No,NA,NA,Ahorro,No,NA,1022,No,Solo computadora,Secundaria,Posgrado,No,No,Sí,Sí,No
2025A00709,ríos,téllez,susana,susana_rios@universidad-sysac.edu.mx,susana_rios991@icloud.com,5538461764,2026-01-03,Licenciatura en Administración de Empresas,LIAD2020MX,2,No,NA,No,NA,Beca de colegiatura,8.9,NA,Con padres o tutores,4,"$5,001-$10,000",El propio estudiante,Sí,44,No,"Trabajo propio, Crédito educativo",No,NA,350,No,Sí a ambos,Preparatoria,Secundaria,Sí,Sí,Sí,Sí,Sí
2020C03585,Aguilar,Torres,Valentina,valentina.aguilar@universidad-sysac.edu.mx,valentina.aguilar@yahoo.com,5584537095,2026-06-11,Licenciatura en Gastronomía,LIGA2020MX,5,Sí,1,No,NA,Beca de transporte,NA,56195,Con padres o tutores,2,"$15,001-$25,000",Padre,Sí,8,No,"Trabajo propio, Crédito educativo",No,NA,3301,No,Sí a ambos,Primaria,Secundaria,Sí,Sí,Sí,Sí,Sí
2023C07830,Palacios,Lara,Gerardo,gerardo_palacios@universidad-sysac.edu.mx,gerardopalacios@protonmail.com,5554527279,2026-01-18,Licenciatura en Gastronomía,LIGA2020MX,5,Sí,6,Sí,Personal/Familiar,Beca de colegiatura,7.0,NA,Con otros familiares,5,"$5,001-$10,000",Madre,Sí,28,No,"Trabajo propio, Crédito educativo",No,NA,2455,No,Sí a ambos,Licenciatura,Primaria,No,No,Sí,Sí,Sí
2022C06400,Medina,Estrada,Montserrat,montserrat.medina@universidad-sysac.edu.mx,montserratmedina@gmail.com,5560206820,2026-06-13,Ingeniería Industrial,LIIN2020MX,4,No,NA,Sí,Personal/Familiar,Beca de transporte,NA,09500,Con padres o tutores,1,"Más de $25,000",Madre,Sí,31,No,"Trabajo propio, Apoyo familiar, Ahorro",No,NA,906,Sí,Solo internet,Licenciatura,Licenciatura,No,Sí,Sí,Sí,Sí
2018A02952,Orozco,Rangel,Yolanda,yolandaorozco@universidad-sysac.edu.mx,yolanda_orozco86@gmail.com,55627383,2026-02-19,Licenciatura en Educación,LIED2020MX,5,Sí,1,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con pareja,3,"$10,001-$15,000",Padre,Sí,10,Sí,Trabajo propio,No,NA,793,No,Sí a ambos,Primaria,Secundaria,Sí,No,No,Sí,Sí
2019C02932,Gutiérrez,Torres,Omar,omargutierrez@universidad-sysac.edu.mx,NA,5641853821,2026-02-12,Licenciatura en Ciencia de Datos,LICI2020MX,5,Sí,1,No,NA,Beca de colegiatura,7.6,NA,Solo/a,2,"Más de $25,000",El propio estudiante,Sí,48,No,"Trabajo propio, Apoyo gubernamental",No,NA,563,No,Sí a ambos,Posgrado,Licenciatura,No,No,Sí,Sí,Sí
2021A04900,Moreno,Núñez,Nayeli,nayeli_moreno@universidad-sysac.edu.mx,nayeli.moreno500@outlook.com,5588107995,2026-02-19,Licenciatura en Ciencia de Datos,LICI2020MX,5,Sí,2,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,2,"Más de $25,000",Madre,Sí,26,Sí,Beca de otra institución,No,NA,603,No,Sí a ambos,Primaria,Secundaria,Sí,No,Sí,Sí,Sí
2019B08223,Díaz,Castro,Eduardo Alan,eduardo.diaz@universidad-sysac.edu.mx,eduardo.diaz178@icloud.com,4455148056,2026-06-12,Licenciatura en Derecho,LIDE2020MX,4,No,NA,No,NA,Beca de colegiatura,9.1,NA,Con padres o tutores,2,"$10,001-$15,000",Tutor,Sí,37,No,"Apoyo gubernamental, Trabajo propio",No,NA,234,No,Sí a ambos,Secundaria,Preparatoria,Sí,No,Sí,Sí,Sí
2025A09325,Rosales,López,Cecilia,cecilia_rosales@universidad-sysac.edu.mx,cecilia_rosales95@yahoo.com,5514962184,2026-05-14,Ingeniería Industrial,LIIN2020MX,2,No,NA,Sí,Personal/Familiar,Beca de inscripción/reinscripción,NA,NA,Con otros familiares,4,"$5,001-$10,000",Beca o apoyo gubernamental,Sí,16,Sí,"Trabajo propio, Apoyo familiar",No,NA,1398,No,Solo computadora,Primaria,Sin estudios,Sí,Sí,Sí,Sí,Sí
2022B06873,Castro,Lara,Araceli,araceli_castro@universidad-sysac.edu.mx,NA,8125083332,2026-02-20,Licenciatura en Administración de Empresas,LIAD2020MX,5,Sí,4,Sí,Personal/Familiar,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,4,"Menos de $5,000",Madre,No,NA,NA,"Beca de otra institución, Ahorro, Apoyo gubernamental",Sí,"Beca estatal $1,000",1714,Sí,Sí a ambos,Secundaria,Secundaria,Sí,Sí,Sí,Sí,No
2020B00684,Velázquez,Rosales,Alicia,aliciavelazquez@universidad-sysac.edu.mx,alicia.velazquez184@icloud.com,3314561691,2026-01-15,Ingeniería en Sistemas Computacionales,LISC2020MX,4,Sí,1,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,2,"$10,001-$15,000",Beca o apoyo gubernamental,No,NA,NA,"Crédito educativo, Trabajo propio, Apoyo familiar",Sí,Beca municipal $800,913,No,Solo computadora,Posgrado,Preparatoria,No,Sí,Sí,Sí,Sí
2024C00156,Medina,Castro,Camila Patricia,camila_medina@universidad-sysac.edu.mx,camila.medina98@yahoo.com,3326522287,2026-01-08,Ingeniería Industrial,LIIN2020MX,4,Sí,6,Sí,Laboral,Beca de inscripción/reinscripción,NA,NA,Solo/a,2,"$5,001-$10,000",Beca o apoyo gubernamental,No,NA,NA,"Ahorro, Crédito educativo",No,NA,840,No,Sí a ambos,Secundaria,Secundaria,Sí,No,Sí,Sí,Sí
2024C04813,Velázquez,Mejía,Valeria Ariadna,valeriavelazquez@universidad-sysac.edu.mx,NA,5563644848,2026-05-12,Licenciatura en Administración de Empresas,LIAD2020MX,4,Sí,6,Sí,Personal/Familiar,Beca de transporte,NA,56347,Con otros familiares,4,"$5,001-$10,000",El propio estudiante,Sí,36,Sí,Trabajo propio,No,NA,2603,No,Solo computadora,Preparatoria,Secundaria,Sí,Sí,Sí,Sí,No
2024C02465,Sánchez,Delgado,Montserrat,montserratsanchez@universidad-sysac.edu.mx,montserratsanchez632@hotmail.com,5649624090,2026-02-02,Ingeniería Industrial,LIIN2020MX,4,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,3,"$15,001-$25,000",Padre,Sí,16,Sí,Trabajo propio,No,NA,896,Sí,Sí a ambos,Preparatoria,Posgrado,No,Sí,Sí,No,Sí
2023B03309,Silva,Herrera,Rafael,rafaelsilva@universidad-sysac.edu.mx,NA,2229535918,2026-05-11,Licenciatura en Enfermería,LIEN2022MX,4,Sí,1,No,NA,Beca de transporte,NA,55448,Con padres o tutores,2,"$15,001-$25,000",El propio estudiante,Sí,32,No,Trabajo propio,No,NA,1872,No,Solo internet,Preparatoria,Licenciatura,No,Sí,Sí,Sí,Sí
2023A05832,Rojas,Ortiz,Pablo,pablorojas@universidad-sysac.edu.mx,pablorojas80@yahoo.com.mx,4478108980,2026-01-13,Licenciatura en Ciencia de Datos,LICI2020MX,5,Sí,2,No,NA,Beca de inscripción/reinscripción,NA,NA,Con otros familiares,5,"Menos de $5,000",Padre,No,NA,NA,"Ahorro, Trabajo propio, Apoyo gubernamental",No,NA,1868,No,Sí a ambos,Licenciatura,Sin estudios,No,No,Sí,Sí,Sí
2020C09770,Jiménez,Ramos,Ignacio,ignacio.jimenez@universidad-sysac.edu.mx,ignaciojimenez579@gmail.com,8166665747,2026-05-31,Licenciatura en Administración de Empresas,LIAD2020MX,5,Sí,1,No,NA,Beca de colegiatura,9.1,NA,Con pareja,3,"$5,001-$10,000",Padre,Sí,31,No,"Apoyo familiar, Apoyo gubernamental, Trabajo propio",Sí,"Beca Jóvenes Escribiendo el Futuro $2,450",535,No,Sí a ambos,Preparatoria,Preparatoria,Sí,Sí,Sí,Sí,No
2019A09322,García,Vargas,Rocío,rocio_garcia@universidad-sysac.edu.mx,rocio.garcia724@live.com.mx,5597152110,2026-02-23,Licenciatura en Contaduría Pública,LICO2020MX,4,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,1,"$15,001-$25,000",Beca o apoyo gubernamental,No,NA,NA,"Apoyo gubernamental, Trabajo propio",Sí,Beca municipal $800,189,No,Sí a ambos,Licenciatura,Preparatoria,No,No,Sí,Sí,No
2024A00674,Domínguez,Herrera,María Sandra,maria_dominguez@universidad-sysac.edu.mx,mariadominguez80@hotmail.com,5560643533,2026-02-26,Licenciatura en Derecho,LIDE2020MX,4,Sí,6,Sí,Otra,Beca de colegiatura,6.5,NA,Con padres o tutores,3,"$10,001-$15,000",Madre,Sí,19,No,Ahorro,No,NA,2081,Sí,Solo internet,Secundaria,Sin estudios,Sí,Sí,Sí,Sí,Sí
2022A10193,Pérez,Vargas,Adrián,adrian_perez@universidad-sysac.edu.mx,adrian_perez90@hotmail.com,4423947961,2026-06-07,Licenciatura en Diseño Gráfico,LIDN2022MX,5,Sí,1,No,NA,Beca de transporte,NA,98234,Con padres o tutores,2,"$15,001-$25,000",Otro familiar,No,NA,NA,"Apoyo gubernamental, Beca de otra institución",No,NA,1065,No,Sí a ambos,Licenciatura,Posgrado,No,Sí,Sí,Sí,No
2023B04077,Vargas,Acosta,Oscar,oscarvargas@universidad-sysac.edu.mx,NA,5514844611,2026-02-16,Maestría en Psicopedagogía,LIPS2020MX,4,Sí,6,Sí,Otra,Beca de colegiatura,6.8,NA,Con padres o tutores,3,"$5,001-$10,000",El propio estudiante,Sí,30,No,Trabajo propio,No,NA,1979,No,Solo computadora,Preparatoria,Preparatoria,Sí,No,Sí,Sí,Sí
2023B08568,Suárez,Campos,Tomás Andrés,tomas_suarez@universidad-sysac.edu.mx,tomas_suarez88@icloud.com,5589397683,2026-02-19,Licenciatura en Derecho,LIDE2020MX,4,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,4,"$5,001-$10,000",Padre,No,NA,NA,"Beca de otra institución, Apoyo familiar, Trabajo propio",No,NA,899,No,Solo computadora,Posgrado,Primaria,No,No,Sí,Sí,Sí
2024C08999,González,Contreras,Cecilia Irma,ceciliagonzalez@universidad-sysac.edu.mx,cecilia_gonzalez@icloud.com,5657596862,2026-01-13,Licenciatura en Derecho,LIDE2020MX,4,Sí,6,Sí,Económica,Beca de colegiatura,6.1,NA,Con padres o tutores,5,"Menos de $5,000",Madre,No,NA,NA,"Crédito educativo, Beca de otra institución",No,NA,643,Sí,Ninguno,Primaria,Secundaria,Sí,No,Sí,No,Sí
2020C05613,Herrera,Estrada,Andrea,andreaherrera@universidad-sysac.edu.mx,andrea.herrera96@hotmail.com,5569112410,2026-06-09,Licenciatura en Gastronomía,LIGA2020MX,5,Sí,1,Sí,Académica,Beca de colegiatura,7.7,NA,En residencia estudiantil,3,"$15,001-$25,000",El propio estudiante,Sí,29,Sí,"Trabajo propio, Crédito educativo",Sí,"Beca empresa $1,200",942,Sí,Solo internet,Preparatoria,Sin estudios,Sí,Sí,Sí,Sí,Sí
2024B09015,Téllez,Gómez,Ismael,ismaeltellez@universidad-sysac.edu.mx,ismaeltellez65@live.com.mx,5533157920,2026-02-17,Licenciatura en Administración de Empresas,LIAD2020MX,4,Sí,6,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,5,"Menos de $5,000",El propio estudiante,Sí,38,No,"Trabajo propio, Apoyo gubernamental",No,NA,2037,Sí,Sí a ambos,Primaria,Preparatoria,Sí,No,Sí,Sí,Sí
2019A08760,Vargas,Cabrera,Daniela,daniela_vargas@universidad-sysac.edu.mx,daniela_vargas86@outlook.com,2216896500,2026-02-01,Maestría en Psicopedagogía,LIPS2020MX,4,Sí,6,Sí,Personal/Familiar,Beca de colegiatura,7.9,NA,Con otros familiares,4,"$10,001-$15,000",Madre,No,NA,NA,Apoyo gubernamental,Sí,"Beca empresa $1,200",310,No,Sí a ambos,Preparatoria,Preparatoria,Sí,No,Sí,Sí,Sí
2024A00524,Herrera,Silva,Leticia Ximena,leticia_herrera@universidad-sysac.edu.mx,leticia.herrera88@live.com.mx,5511760334,2026-01-26,Licenciatura en Mercadotecnia,LIME2020MX,4,No,NA,Sí,Académica,Beca de colegiatura,9.3,NA,Con pareja,4,"$5,001-$10,000",Madre,Sí,18,No,Trabajo propio,No,NA,2236,Sí,Sí a ambos,Sin estudios,Primaria,Sí,Sí,Sí,Sí,Sí
2024A02707,Domínguez,Ibarra,Uriel,uriel.dominguez@universidad-sysac.edu.mx,uriel_dominguez589@live.com.mx,4432121647,2026-01-22,Licenciatura en Diseño Gráfico,LIDN2022MX,4,Sí,4,Sí,Personal/Familiar,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,3,"$5,001-$10,000",Padre,No,NA,NA,Apoyo gubernamental,No,NA,1124,No,Ninguno,Secundaria,Licenciatura,No,No,Sí,Sí,Sí
2025B03576,Flores,Castillo,Mónica,monica_flores@universidad-sysac.edu.mx,monica.flores936@yahoo.com.mx,3384685798,2026-05-28,Licenciatura en Educación,LIED2020MX,2,No,NA,No,NA,Beca de colegiatura,8.5,NA,Con padres o tutores,1,"$10,001-$15,000",Madre,No,NA,NA,"Ahorro, Apoyo familiar",No,NA,1226,No,Solo internet,Preparatoria,Posgrado,No,Sí,Sí,Sí,Sí
2024B04028,Morales,González,Néstor,nestor_morales@universidad-sysac.edu.mx,nestor_morales430@yahoo.com,3389856076,2026-02-13,Licenciatura en Mercadotecnia,LIME2020MX,4,Sí,6,No,NA,Beca de transporte,NA,13250,Con padres o tutores,3,"$10,001-$15,000",El propio estudiante,Sí,45,No,Trabajo propio,No,NA,1411,No,Sí a ambos,Secundaria,Primaria,Sí,Sí,Sí,Sí,Sí
2023C02715,Carmona,Silva,Enrique,enrique_carmona@universidad-sysac.edu.mx,enrique_carmona83@gmail.com,3394859550,2026-01-16,Licenciatura en Derecho,LIDE2020MX,4,Sí,6,Sí,Personal/Familiar,Beca de colegiatura,6.2,NA,Solo/a,2,"$10,001-$15,000",Madre,No,NA,NA,"Beca de otra institución, Crédito educativo",Sí,"Beca Benito Juárez $1,600",1889,Sí,Solo internet,Primaria,Posgrado,No,No,Sí,Sí,Sí
2024C10189,Ortiz,Flores,Jesús Roberto,jesusortiz@universidad-sysac.edu.mx,NA,5534407437,2026-01-11,Licenciatura en Mercadotecnia,LIME2020MX,4,Sí,6,No,NA,Beca de colegiatura,6.1,NA,Con padres o tutores,2,"$15,001-$25,000",Padre,No,NA,NA,"Apoyo gubernamental, Crédito educativo",No,NA,858,No,Sí a ambos,Primaria,Sin estudios,Sí,No,Sí,Sí,No
2024A00243,Rivera,Herrera,Elena Leticia,elena.rivera@universidad-sysac.edu.mx,elena_rivera@gmail.com,5556066194,2026-05-12,Ingeniería en Sistemas Computacionales,LISC2020MX,4,Sí,4,Sí,Laboral,Beca de colegiatura,7.3,NA,Con otros familiares,2,"$5,001-$10,000",Padre,Sí,12,No,Trabajo propio,No,NA,1452,No,Sí a ambos,Primaria,Secundaria,Sí,No,Sí,Sí,Sí
2022C04070,Palacios,Carmona,Natalia,nataliapalacios@universidad-sysac.edu.mx,natalia_palacios258@protonmail.com,3380599311,2026-02-25,Ingeniería Industrial,LIIN2020MX,4,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,En residencia estudiantil,1,"Más de $25,000",Beca o apoyo gubernamental,No,NA,NA,"Ahorro, Beca de otra institución",No,NA,95,No,Sí a ambos,Preparatoria,Secundaria,Sí,No,Sí,Sí,Sí
2018A02376,Zavala,Cortés,Patricia,patricia.zavala@universidad-sysac.edu.mx,NA,5628314131,2026-01-05,Licenciatura en Gastronomía,LIGA2020MX,5,Sí,3,No,NA,Beca de colegiatura,7.9,NA,Con padres o tutores,5,"$10,001-$15,000",Padre,No,NA,NA,"Beca de otra institución, Apoyo gubernamental, Crédito educativo",No,NA,1561,Sí,Solo computadora,Primaria,Preparatoria,Sí,No,Sí,Sí,Sí
2021B05896,Molina,Álvarez,Regina,regina.molina@universidad-sysac.edu.mx,reginamolina97@outlook.com,5553485499,2026-02-03,Licenciatura en Gastronomía,LIGA2020MX,5,No,NA,No,NA,Beca de colegiatura,8.9,NA,Con otros familiares,1,"$10,001-$15,000",Beca o apoyo gubernamental,No,NA,NA,Apoyo familiar,No,NA,1346,No,Sí a ambos,Preparatoria,Secundaria,Sí,No,Sí,Sí,No
2022C05514,Figueroa,Campos,César,cesar.figueroa@universidad-sysac.edu.mx,cesar_figueroa518@protonmail.com,5564709188,2026-02-03,Licenciatura en Enfermería,LIEN2022MX,4,Sí,1,Sí,Económica,Beca de transporte,NA,09420,Con padres o tutores,3,"$15,001-$25,000",Tutor,No,NA,NA,"Trabajo propio, Apoyo familiar",No,NA,3271,No,Sí a ambos,Secundaria,Preparatoria,Sí,No,Sí,Sí,Sí
2022A00068,Hernández,Suárez,Carmen,carmen.hernandez@universidad-sysac.edu.mx,carmen_hernandez@yahoo.com,8186073544,2026-01-13,Maestría en Psicopedagogía,LIPS2020MX,4,Sí,5,Sí,Laboral,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,4,"Menos de $5,000",Madre,Sí,18,No,Trabajo propio,No,NA,235,Sí,Sí a ambos,Secundaria,Secundaria,Sí,Sí,Sí,Sí,Sí
2024C00844,Ortiz,Rosales,Daniel,danielortiz@universidad-sysac.edu.mx,daniel.ortiz@yahoo.com.mx,5596299303,2026-01-06,Licenciatura en Administración de Empresas,LIAD2020MX,4,No,NA,Sí,Personal/Familiar,Beca de colegiatura,8.6,NA,Con padres o tutores,2,"$15,001-$25,000",Madre,Sí,30,No,Trabajo propio,No,NA,1713,Sí,Sí a ambos,Preparatoria,Preparatoria,Sí,No,Sí,Sí,Sí
2024A06299,Estrada,Mejía,Martín,martinestrada@universidad-sysac.edu.mx,NA,005686404467,2026-01-13,Ingeniería Industrial,LIIN2020MX,4,Sí,6,No,NA,Beca de transporte,NA,15530,Solo/a,3,"Menos de $5,000",El propio estudiante,Sí,31,No,Trabajo propio,No,NA,2068,No,Solo computadora,Primaria,Licenciatura,No,Sí,Sí,Sí,Sí
2024A04963,Núñez,Carmona,Cecilia,cecilianunez@universidad-sysac.edu.mx,NA,5520686913,2026-06-06,Licenciatura en Contaduría Pública,LICO2020MX,4,Sí,6,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,2,"$15,001-$25,000",Madre,No,NA,NA,"Beca de otra institución, Trabajo propio, Crédito educativo",No,NA,1128,No,Sí a ambos,Secundaria,Primaria,Sí,Sí,Sí,Sí,Sí
2021A09280,Romero,Álvarez,Natalia,natalia_romero@universidad-sysac.edu.mx,natalia_romero765@live.com.mx,5547052677,2026-06-03,Ingeniería en Sistemas Computacionales,LISC2020MX,4,Sí,1,No,NA,Beca de colegiatura,8.6,NA,Con padres o tutores,2,"$10,001-$15,000",Beca o apoyo gubernamental,Sí,19,No,"Trabajo propio, Crédito educativo",No,NA,2359,Sí,Sí a ambos,Preparatoria,Licenciatura,No,No,Sí,Sí,Sí
2023A05151,León,Cervantes,Guadalupe,guadalupeleon@universidad-sysac.edu.mx,guadalupe.leon85@live.com.mx,5518487610,2026-02-12,Licenciatura en Administración de Empresas,LIAD2020MX,5,No,NA,No,NA,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,5,"$5,001-$10,000",Beca o apoyo gubernamental,Sí,23,Sí,Trabajo propio,No,NA,1700,No,Sí a ambos,Licenciatura,Secundaria,No,No,Sí,Sí,Sí
2023A01335,Mejía,Cruz,Pedro,pedro_mejia@universidad-sysac.edu.mx,pedro_mejia482@protonmail.com,5541087712,2026-06-15,Maestría en Psicopedagogía,LIPS2020MX,4,Sí,6,Sí,Personal/Familiar,Beca de inscripción/reinscripción,NA,NA,Con pareja,1,"$15,001-$25,000",Padre,Sí,15,No,"Trabajo propio, Crédito educativo",No,NA,178,Sí,Sí a ambos,Secundaria,Secundaria,Sí,No,Sí,No,Sí
2020A02630,Vázquez,Moreno,Gabriela,gabriela_vazquez@universidad-sysac.edu.mx,gabrielavazquez@icloud.com,8139360177,2026-01-09,Licenciatura en Contaduría Pública,LICO2020MX,4,Sí,1,No,NA,Beca de colegiatura,7.6,NA,Con padres o tutores,4,"$5,001-$10,000",El propio estudiante,Sí,42,No,Trabajo propio,No,NA,889,Sí,Sí a ambos,Preparatoria,Preparatoria,Sí,Sí,Sí,Sí,No
2024C00571,NAVARRO,CASTILLO,ARMANDO,armando.navarro@universidad-sysac.edu.mx,armando.navarro91@outlook.com,NA,2026-06-25,Licenciatura en Gastronomía,LIGA2020MX,4,Sí,3,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,2,"$5,001-$10,000",Madre,Sí,27,No,Trabajo propio,No,NA,1335,No,Sí a ambos,Licenciatura,Preparatoria,No,No,Sí,Sí,Sí
2025B05299,Aguilar,Orozco,Norma,normaaguilar@universidad-sysac.edu.mx,norma.aguilar@icloud.com,3349455918,2026-01-17,Maestría en Psicopedagogía,LIPS2020MX,2,Sí,4,Sí,Otra,Beca de colegiatura,7.6,NA,Con padres o tutores,3,"$10,001-$15,000",Padre,No,NA,NA,Apoyo gubernamental,No,NA,1891,No,Sí a ambos,Preparatoria,Primaria,Sí,No,Sí,Sí,Sí
2025A00480,Hernández,Mejía,Jorge,jorgehernandez@universidad-sysac.edu.mx,jorgehernandez@hotmail.com,5547691215,2026-05-13,Ingeniería en Sistemas Computacionales,LISC2020MX,2,No,NA,Sí,Económica,Beca de colegiatura,8.3,NA,Con pareja,1,"$15,001-$25,000",Madre,Sí,20,No,Trabajo propio,No,NA,1339,No,Sí a ambos,Licenciatura,Preparatoria,No,No,Sí,Sí,Sí
2021B01296,Lara,Martínez,Valentina,valentina_lara@universidad-sysac.edu.mx,valentinalara@yahoo.com.mx,2281000782,2026-02-03,Licenciatura en Ciencia de Datos,LICI2020MX,5,No,NA,Sí,Laboral,Beca de colegiatura,8.6,NA,Con pareja,4,"Menos de $5,000",Padre,Sí,19,Sí,"Crédito educativo, Trabajo propio",No,NA,1928,No,Sí a ambos,Secundaria,Secundaria,Sí,Sí,Sí,Sí,No
2023A07293,Palacios,Navarro,Regina,reginapalacios@universidad-sysac.edu.mx,reginapalacios@protonmail.com,4493835083,2026-05-27,Licenciatura en Enfermería,LIEN2022MX,4,Sí,3,Sí,Personal/Familiar,Beca de transporte,NA,56110,Con otros familiares,6,"$5,001-$10,000",Padre,No,NA,NA,Ahorro,No,NA,1308,Sí,Solo computadora,Licenciatura,Licenciatura,No,No,Sí,Sí,Sí
2024B00503,Ríos,Herrera,Silvia,silvia.rios@universidad-sysac.edu.mx,NA,8154795769,2026-02-06,Maestría en Psicopedagogía,LIPS2020MX,4,Sí,6,Sí,Económica,Beca de colegiatura,7.6,NA,Con padres o tutores,2,"Más de $25,000",Otro familiar,Sí,4,No,"Trabajo propio, Crédito educativo",No,NA,1466,No,Sí a ambos,Preparatoria,Preparatoria,Sí,Sí,Sí,Sí,Sí
2020B04833,Rojas,Morales,Ángel,angel_rojas@universidad-sysac.edu.mx,angelrojas@icloud.com,2240795582,2026-05-15,Licenciatura en Contaduría Pública,LICO2020MX,4,No,NA,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Solo/a,7,"Menos de $5,000",Madre,No,NA,NA,"Beca de otra institución, Apoyo familiar, Crédito educativo",No,NA,1262,Sí,Sí a ambos,Preparatoria,Secundaria,Sí,Sí,Sí,Sí,Sí
2025B03064,Rojas,Estrada,Sofía,sofia_rojas@universidad-sysac.edu.mx,sofia.rojas94@yahoo.com,5541871381,2026-01-02,Licenciatura en Contaduría Pública,LICO2020MX,2,Sí,4,No,NA,Beca de colegiatura,4.8,NA,Con padres o tutores,6,"Menos de $5,000",Madre,Sí,16,No,"Ahorro, Trabajo propio, Beca de otra institución",Sí,"Beca Benito Juárez $1,600",374,Sí,Sí a ambos,Primaria,Primaria,Sí,No,Sí,Sí,Sí
2023B10030,Ríos,Morales,Verónica,veronica.rios@universidad-sysac.edu.mx,veronicarios84@hotmail.com,3312429278,2026-01-11,Licenciatura en Mercadotecnia,LIME2020MX,5,No,NA,No,NA,Beca de colegiatura,8.9,NA,Con padres o tutores,3,"$5,001-$10,000",Padre,Sí,8,No,Apoyo familiar,No,NA,687,No,Solo internet,Licenciatura,Secundaria,No,No,Sí,Sí,Sí
2022B04627,Salazar,Díaz,Brandon,brandonsalazar@universidad-sysac.edu.mx,brandon_salazar373@hotmail.com,5629478586,2026-01-27,Licenciatura en Educación,LIED2020MX,5,Sí,2,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,En residencia estudiantil,2,"$5,001-$10,000",Madre,No,NA,NA,"Trabajo propio, Beca de otra institución",No,NA,848,No,Sí a ambos,Primaria,Preparatoria,Sí,Sí,Sí,Sí,Sí
2025C06635,Salazar,Moreno,Carolina,carolina_salazar@universidad-sysac.edu.mx,carolina_salazar832@gmail.com,3335246704,2026-02-04,Licenciatura en Gastronomía,LIGA2020MX,2,Sí,3,Sí,Económica,Beca de inscripción/reinscripción,NA,NA,Con padres o tutores,4,"$5,001-$10,000",Madre,Sí,10,Sí,Trabajo propio,No,NA,61,No,Solo computadora,Secundaria,Preparatoria,Sí,No,Sí,Sí,Sí
2024C01602,Ramos,Torres,Diana Camila,dianaramos@universidad-sysac.edu.mx,diana_ramos@outlook.com,5522564722,2026-02-07,Ingeniería Industrial,LIIN2020MX,4,Sí,1,No,NA,Beca de transporte,NA,11490,Con padres o tutores,5,"Menos de $5,000",Beca o apoyo gubernamental,No,NA,NA,Ahorro,Sí,"Beca Benito Juárez $1,600",3462,No,Solo internet,Sin estudios,Licenciatura,No,No,Sí,Sí,No
